Compound,n101.cdf.csv,n102.cdf.csv,n104.cdf.csv,n105.CDF.csv,n109.cdf.csv,n111.CDF.csv,n113.cdf.csv,n116.cdf.csv,n117.cdf.csv,n118.cdf.csv,n120.cdf.csv,n121.cdf.csv,n125.cdf.csv,n135.CDF.csv,n14.cdf.csv,n145.cdf.csv,n146.cdf.csv,n151.CDF.csv,n152.CDF.csv,n154.cdf.csv,n160.CDF.csv,n162.cdf.csv,n166.CDF.csv,n168.CDF.csv,n173.CDF.csv,n178.cdf.csv,n183.CDF.csv,n186-2.CDF.csv,n188.CDF.csv,n198.CDF.csv,n199.CDF.csv,n212.CDF.csv,n214.cdf.csv,n216.cdf.csv,n222.CDF.csv,n224.CDF.csv,n229.CDF.csv,n268.cdf.csv,n269.CDF.csv,n270.CDF.csv,n274.cdf.csv,n279.CDF.csv,n31.cdf.csv,n34.cdf.csv,n41.cdf.csv,n49.cdf.csv,n50.cdf.csv,n54.cdf.csv,n55.cdf.csv,n6.cdf.csv,n64.cdf.csv,n67.cdf.csv,n72.cdf.csv,n74.cdf.csv,n80.cdf.csv,n81.cdf.csv,n84.CDF.csv,n86.cdf.csv,n9.cdf.csv,n92.cdf.csv,n97.cdf.csv,x100.cdf.csv,x105.CDF.csv,x106.CDF.csv,x111.CDF.csv,x128-2.CDF.csv,x13.CDF.csv,x133.cdf.csv,x137.CDF.csv,x138.CDF.csv,x14.cdf.csv,x142.CDF.csv,x143.CDF.csv,x146.cdf.csv,x148.CDF.csv,x15.cdf.csv,x150.cdf.csv,x152.cdf.csv,x153.CDF.csv,x157.cdf.csv,x159.CDF.csv,x17.CDF.csv,x171.cdf.csv,x175.cdf.csv,x177.CDF.csv,x18.CDF.csv,x185.cdf.csv,x186.cdf.csv,x187.cdf.csv,x188.CDF.csv,x189.CDF.csv,x190.CDF.csv,x194.cdf.csv,x195.cdf.csv,x196.cdf.csv,x20.CDF.csv,x21.CDF.csv,x210.CDF.csv,x222.cdf.csv,x226.cdf.csv,x227.cdf.csv,x26.cdf.csv,x27.cdf.csv,x35.cdf.csv,x36.CDF.csv,x38.CDF.csv,x40.CDF.csv,x41.cdf.csv,x43.CDF.csv,x44.CDF.csv,x45.CDF.csv,x47.cdf.csv,x49.CDF.csv,x56.CDF.csv,x57.cdf.csv,x59.cdf.csv,x60.cdf.csv,x67.cdf.csv,x68.CDF.csv,x71.cdf.csv,x73.CDF.csv,x82.cdf.csv,x84.cdf.csv,x85.CDF.csv,x86.cdf.csv,x88.cdf.csv,x89.cdf.csv,x90.cdf.csv,x91.CDF.csv,x92.CDF.csv,x93.cdf.csv,x95.cdf.csv,x96.cdf.csv,x97.cdf.csv,x98.CDF.csv,x99.CDF.csv
9-hexadecenoic acid,323809.6167947263,328223.9092096846,285009.66698000295,443075.00310975953,367625.6578080072,299042.4509908974,326163.8331052163,338909.0016331327,376777.34053454234,294747.5711146137,268630.9057460978,248906.45474340694,363615.57590074337,293379.153521743,417531.3143487472,339203.8121745355,230901.02520929312,561069.6248784561,292924.10533480626,398881.6526734123,554015.1989303789,480175.90109181905,241425.2325015997,251430.93565758003,882030.3111491018,333444.7941110951,310598.69860829716,377600.6337808217,335149.0584470616,240547.76535224172,297207.9881112837,296854.33097091364,342222.0488429762,296039.7446173678,331683.9249198802,330673.07784804935,355925.10372582666,383684.91224812414,480299.2594146158,348966.2749199864,294817.2000505936,424371.1306073797,462724.16295440483,355446.5131539687,220967.33229216875,330468.4520981743,456451.1809061753,356765.02323837613,400068.00465836306,241009.1975088396,341336.67761742434,405652.41307002597,295397.0080489613,284151.52921649505,407711.7625590618,333968.6547809647,291656.7981051754,255466.7012318387,234863.38409847868,276830.1387865309,336322.01396262075,339782.46659995295,429807.93572226993,652400.7799308369,235374.7222122867,272770.0733595593,324671.08605941123,367432.1452645155,442492.879063774,362932.4095895411,286155.20308622695,303207.5464888327,353926.0935335366,296707.28500925854,453422.56979940576,228110.3692270689,416328.11126538104,390076.824309308,273480.7728433632,358877.6248420842,320307.1697614285,233444.04436532184,244683.36057439807,577883.5438574937,362160.18303247174,261801.07508838523,294491.1674195087,274903.7540518948,374920.8327075349,295664.8665002306,306684.6409911433,249030.81081281623,361517.001196929,345679.1659803258,956938.5930755213,249918.9628158875,298369.057691121,270220.3173831838,284587.6988223002,329131.40066349116,282976.219578273,446478.52904830687,355865.19117040106,242826.24713207525,263582.9293775141,348509.1519935847,290257.0243531799,604714.2686842459,292268.54907552764,532102.3300208816,519480.3821314061,232951.00782171302,407467.6260382959,350956.59424072626,263495.64685819217,532899.8986385573,431184.60830211744,353736.12536199845,317067.971335889,313123.43149846455,501176.8744761946,383394.67527318303,290684.0596935239,486147.3470041766,380883.01614034356,269202.6732225214,297012.82088637486,347356.9372425515,298454.5888464615,262247.0056613158,626973.0171940858,409556.5456967574,291627.03300215624,248539.7492533196,327853.6158829991,271279.0966534303
Palmitic acid,7084189.745733237,7455703.591691465,6498668.215242622,8062151.902702165,7352426.122923291,6624320.921697611,6455600.10055595,7453690.257366645,8886228.988286462,7310210.02163262,7521086.335698513,7697858.631406586,7984115.698381257,7236544.492224681,5225596.932786823,5556303.411089572,5608184.331451511,11208112.891737824,8143659.204635156,6008262.763448356,10742120.191374762,10726657.89105885,5888367.779447139,6158147.259666319,13597002.339718794,8514631.707184343,7660797.4995891545,8540011.713187706,8136118.469950002,6779134.233714444,5203826.861944916,5866016.805651246,6222508.50664076,6099795.745900983,8355296.709222091,6621653.154739286,6640779.845492753,5722477.389178667,9764744.406005077,7079782.309445849,5320755.030179922,7317267.824315857,5640283.604554471,7213143.747079063,4897132.266945396,7059150.20176017,8790718.94317325,7111528.629422029,6489981.6278087795,4806614.79702194,8208631.185227007,6964141.432263175,6003669.104896886,6195965.27854888,8469746.527185712,7985157.7571546,6767975.527164059,6043330.7676857645,5477231.937967498,5163483.290515073,8604177.268277239,6309409.201105862,7992857.274072612,8125915.019960946,5443931.133286241,5735049.755994728,7151178.267573781,5876809.198638218,7892955.368561682,6339391.978864269,7424146.534966242,6658283.935016094,300595.33924491925,6239703.443821777,8567670.88537483,6441247.209516723,7998850.971314195,6357012.901132695,3193986.179529804,7129112.4912866885,6293228.506479991,3544918.082485621,6103979.722467195,7178371.452774795,6675791.272010391,7534982.731600815,6280616.676124995,6256118.864313698,7831185.135849629,5241299.770912778,8086905.9450562,6278269.213577737,8681749.196157686,6664213.889203733,8800779.15620486,6642497.359672243,6696263.691446321,7474459.542024124,5023057.954164048,6040975.180950996,4623152.623131347,6851841.322777099,7871369.590345871,6218019.285628643,5985678.073422118,7914231.78300632,7426388.919884621,6227196.455048764,6838156.417028387,7920487.202632442,10045651.672005225,4016437.672009615,9442260.969242612,6952097.325895993,6978242.44059097,7197465.670418172,7879757.453130666,8210177.45260169,7604157.16758487,5816652.4279291155,10103474.115299786,5056179.868101866,7027660.648932482,8643282.999372466,8875132.018508358,5619817.692474901,6081877.5757808145,5208502.329018442,5700314.202633949,6506038.309382241,9236902.400629519,8171988.067714071,8034591.048854424,6133088.278380949,6678684.440730953,6885310.337983106
Inositol,621921.1296818894,615640.7957985911,653741.7091361226,489920.179148137,578012.1014730872,685185.1301012356,582055.6800175062,550271.7146381348,470204.34160616895,593302.6901205862,663597.7682250714,636363.189537382,625598.3970935212,579502.1818410044,557496.7089090663,712711.9443260258,596616.7503501406,807955.3187565724,592402.985099792,673167.4514774209,758982.0595319696,619438.7773786075,581764.5928570349,615788.608448139,612555.9866169568,680304.7169349641,536844.5313262426,603448.1325207141,619999.2888368203,524443.9120515347,549674.4736681343,420375.7584286141,517279.1175085929,641932.1744760827,721386.4348700215,615939.5345098198,567678.3974594919,795461.6041264668,540105.5625200963,1077297.2037629157,516001.9602919024,561665.4452107652,710019.9147659399,609532.2502497926,595591.4290555241,543559.1004866585,518656.1611806823,626434.1182547421,587022.5052804223,582799.497129963,621538.2914066017,707804.8662863349,560628.7754668442,665212.342903913,739620.3270777619,582141.899610654,528446.2618131122,549730.9169323153,658569.3143006843,811016.5276262057,730561.2715624057,557083.0887030171,613056.6096769391,451015.68341365724,593194.7587688824,610159.6787783923,475836.5331806454,515042.85346517345,516209.5476532753,520427.59653097007,621698.4778105745,806649.2456501562,489742.6911677297,760010.931699492,846712.954018507,628522.2702404106,533948.8314740481,428968.3082010296,742384.3278841345,497627.66306501796,442420.76387152413,559906.6296112218,613257.7806063301,487202.9825282466,445304.3024864598,661835.3062715072,983783.1356417376,680079.7693151175,773433.1896998929,530245.7879843883,624978.0143064648,527204.0265079415,656431.6957965305,496046.7914623608,502999.7940164134,497777.6698753495,769052.0854669661,453231.2476326502,586053.1996731176,543223.6552786808,618883.0487338929,559683.1382067895,622390.5958275849,442933.54444350547,670505.598314031,575647.478507635,757287.7971939725,708973.6645342519,578979.5253147595,532077.7308373306,501329.31782651145,328120.900268118,667119.142067592,923088.570527348,503467.2354052963,487144.46322074125,821284.4184960534,590600.9922394685,546440.3060720607,481940.38406970707,564565.7779782958,463497.44295869104,486581.3190412868,573178.7801523637,630394.2624019296,572393.5957875312,708525.6085579082,440029.950293725,486816.33565286413,651485.9464800516,624662.2017729087,572088.636896866,499265.434418943,523911.53050405945,582638.8678371651,462505.1986759604
Uric acid,1355910.9884280188,2569731.757468349,2878551.7477046726,938709.7009617288,1389351.4342785052,5714621.113539472,4097431.894916769,3907749.3002769016,2539908.4615305564,1725898.2126045953,2355675.3890859014,2296578.3189239344,4693551.894200544,2171381.0522180647,2664973.269286114,2099947.8568798187,3208011.568074405,3509226.463549187,3061660.01824675,2455075.5173903583,2833306.373012664,3703072.8963677906,2687759.5339108636,1536563.2718172944,1429017.8268978049,3464936.436919099,2181074.196455158,4448186.809766346,2128106.1938762167,2959092.200772991,1951942.4443057962,1137481.1239680995,4815825.248015778,1436442.0024491777,1005388.0147011762,1725637.492680554,1835824.7730404683,2136378.01598922,2830919.913654632,1602997.5177973236,2815110.471190308,3122663.4809404444,3341826.977893225,1475734.6813327067,1524194.489094754,2333076.1360772615,3545384.9849463655,4147048.509705508,2115307.3512013378,2953213.4145844067,2556184.043397541,1508499.3853504402,1534095.476396634,2202911.301609003,2679311.854649593,2800224.546352322,2120405.359757091,3494424.218743936,3082592.2151402878,1813724.5977820489,2590996.9623378194,1472905.0529619483,3683776.13883393,1283198.8524351171,1943689.7622846114,2073659.5250930171,2598733.0039369026,1064171.3088502863,1845646.7013667428,2791351.987692358,3214161.636613574,3550586.267002412,883745.6874916308,2319121.2686522948,2116513.599585501,1932946.3516653106,633584.7613027483,846293.1978810922,757872.3988693907,3360628.359221237,298557.86424790596,3853982.1838603215,1704045.4817550466,566043.7522133907,761475.8955701635,2855719.592757836,3127681.480905666,1270833.4571199927,5123694.347491695,2580815.371201057,2466698.8954260116,2358274.360718989,4393835.857877417,2162415.4782199115,2278213.7378196954,1265513.450755877,2299461.7188170943,1050077.0116198037,1889601.3441584632,1591592.225938424,1239403.6646098173,1584641.6413235986,3527222.6580819283,1475539.22445424,2289566.4967886186,1304537.6386611594,2162590.575921463,993946.797958442,3178999.3127660626,2217093.1463553263,1529550.3917900715,784031.3082097899,2995236.2506597955,2544557.9156295895,352765.0042856166,1954315.1471948698,4079481.711141266,2659222.1713360692,845424.5706558086,1482525.0620188331,1671560.4887287186,1013590.9856110613,3112759.367763928,2234154.561956958,3036741.4881863818,1575253.7409280944,2055930.946356171,1423842.8785842038,1721470.315839938,578446.1611330779,1492439.671053957,1847946.0108785706,2096569.7716146954,3370764.945467158,2348057.6185872625,2763040.9632794345
Tryptophan,546248.5216375709,574022.7062474932,4478486.684687204,554520.2997181807,375036.9060948716,636341.6808386844,546375.3622817319,3752859.574454899,690310.7673507018,496543.07338489353,691763.1515809721,4038466.3097137855,3961297.8517223923,1080619.3353673941,661266.4650168318,493032.693105685,557016.3799052334,5995305.28011903,603579.4941426779,4011135.270610775,172362.81888571125,3013631.2553971065,502618.0608006972,504793.7542869689,1145958.019100503,4997377.781596526,563237.9371827475,461718.9530169284,6040676.995922676,383262.23493422655,936436.1798541177,438832.36592968093,3600837.931125299,1074848.8177997093,1625290.3185972471,897290.2272482673,495650.4313814726,3333711.3726624786,839324.4422509652,1207802.4769508517,411634.4452953744,1178333.8382864853,452094.3919211314,1440467.3959930425,647702.1735033698,620192.9743750342,523867.7345405445,620888.3563302252,463721.4765986807,668958.6505004504,997085.4838736972,4365450.763758419,540577.9485019557,3368086.817512351,3224629.2079419764,614905.9362945424,4068187.896283021,1001838.983815772,585269.7361830793,1143402.9872348567,768918.4192454913,595057.8840147031,1409664.5579290625,856254.3459696341,976880.7638426517,355539.71557048825,671885.8819763779,664381.9616592586,487631.6915636044,883642.3591273035,475881.8576487653,1138174.4169683238,443602.7126923966,894550.8592739643,693264.3888371387,413920.0039851423,871913.1513408448,432959.4368791069,1447401.198093517,1198640.4685521857,989095.9988848004,625849.0114186883,3340551.1002819347,4154190.8283918416,629773.9776320435,474902.4929768598,262761.82637655595,302284.998568567,4708914.2031944515,586308.2658576965,945906.1896412941,263891.94221241993,1390537.108015621,410427.5239962799,4735027.348668083,578901.5668989541,1327525.4026637617,397636.0188582517,3064404.0852727285,3955232.7048678994,3008523.6834562914,271764.5989412213,572451.0559932189,1535108.28867952,1085228.3493806254,361646.19151318993,537339.2275128656,993098.6314638415,1347253.5301728146,563471.1403472649,1269979.848796002,2079746.7087753308,578193.516859524,968691.098588886,403846.52412821876,1027441.4071413723,500337.74662152166,293383.63664347905,1058544.8515746216,572448.0924625187,1085833.9826969528,2533503.031036039,618799.3323979992,615018.7514471145,589010.1949125607,353070.28987401124,399097.8980405923,392659.39138836646,756381.3504277027,579481.6293206116,634721.0957872494,4117793.593413295,5486259.767238731,563187.1958308497,1184658.9372343621,1187679.6441700347
Linoleic acid,4565828.078951883,4914907.681952444,4478486.684687204,5096183.258242024,2825701.4054612117,636341.6808386844,3515486.6754013696,3752859.574454899,4157460.4621037096,3305745.468631983,4372378.95528189,4038466.3097137855,3961297.8517223923,3033782.6115404502,661266.4650168318,3187005.587463093,3293687.778735786,5995305.28011903,5239513.616849765,4011135.270610775,6384549.5281796325,3013631.2553971065,4730037.910130803,4028736.566842017,6448757.334582424,4997377.781596526,4062385.5925094523,461718.9530169284,6040676.995922676,4538910.394317973,936436.1798541177,438832.36592968093,3600837.931125299,2637270.354167898,3826074.7572811884,3144542.6854787506,495650.4313814726,3333711.3726624786,839324.4422509652,4557861.278538045,2395270.7917248877,5170067.530011386,3612547.0134711675,3075904.713175025,3032671.726668154,3514556.8229483776,4289421.816496642,3606967.4605001,4210790.760096894,2786283.082193898,5269020.700555558,4365450.763758419,3368202.2163736257,3368086.817512351,3224629.2079419764,5304829.470777094,4068187.896283021,3595516.424213873,3192772.338791605,1143402.9872348567,4041441.424876515,4162198.7533531673,1409664.5579290625,6058771.596818026,976880.7638426517,355539.71557048825,671885.8819763779,1760026.666665677,3139410.338948759,883642.3591273035,3507793.47320171,3219427.719577952,443602.7126923966,3272571.9429311445,5546850.1597347595,4282813.310349221,2542087.3989754487,2779534.0858821673,1447401.198093517,3037275.135760572,989095.9988848004,4775538.066304681,3340551.1002819347,4154190.8283918416,3525069.1117207007,4963683.3717004955,3937338.951507864,2087979.0037971516,4708914.2031944515,2564351.433632903,945906.1896412941,263891.94221241993,4381676.79738687,4101953.002766722,4735027.348668083,578901.5668989541,1327525.4026637617,397636.0188582517,3064404.0852727285,3955232.7048678994,3008523.6834562914,1049105.5491887585,3148532.6198380105,1535108.28867952,3845477.9082467705,4902179.934048726,6955620.827672084,2199180.8576906607,4448278.857750181,4973369.125216112,1269979.848796002,2079746.7087753308,5767564.511219392,3831600.385150673,4367242.827895893,2820598.6228947574,500337.74662152166,2758929.031211734,1058544.8515746216,572448.0924625187,1085833.9826969528,2533503.031036039,4255937.252113622,6578327.349929798,5887950.3400758635,2940251.010884895,3794863.253551756,2465560.7619800344,3320049.7442109007,3765097.6012030677,5609104.895478278,4117793.593413295,5486259.767238731,3898639.8451063787,3612839.4691925347,3008928.2429023325
Oleic acid,3764630.8640455287,4593269.295414468,3722097.7097477303,5570956.8397643175,5031559.859531083,4618722.830120008,3918000.521341073,4255065.769902203,4444757.210240881,4033764.823668189,3587879.406986519,3133841.4667050885,4153595.9189686123,4441890.566934143,2295599.5159627423,2827289.3222655035,2728211.9691215353,8164232.443282132,3841153.6860721745,3309300.219692106,8368369.026662647,7019974.839518218,3036320.249806702,3181706.77501482,11543389.784644086,5055046.492087785,4111597.2494500866,4455058.8485028995,5029100.403041806,2859118.7419791403,2322375.3846567925,3840084.9570919927,4021145.0337723764,4143006.269056951,5271141.915620346,5289865.288921752,4101218.8083809735,5001368.4092954,6951784.820317888,4436310.109139696,2986912.8456009002,5562133.567915394,2869370.012419018,4541606.431756953,2471983.746464517,4316115.161324974,5244109.483223425,4356614.534054476,5445921.248063268,2493384.4681434245,5101635.359702187,4835010.758109417,3443595.117407659,4387561.124780858,5410795.156072495,5534303.68771277,3773809.7226873236,2462798.5805359064,2303466.1893142,3119015.2133559794,5332775.325799418,3930394.826138977,6649767.980850459,7899818.4720535185,2543001.602067049,2423187.31320783,4197945.428753093,2880092.320727589,3620681.7340628295,5836503.63917275,4101711.234375615,4358004.1941025,3383923.9791564345,4021333.60046193,6669635.740253536,3256437.685447187,5717337.63494405,4071587.23928018,2071994.227926125,5031239.051318921,4835864.627634592,4064555.4280967154,4145107.729404273,6795737.337155712,3452726.9651983418,3805858.7304563196,7330803.424208167,4332222.021696843,5447172.593271294,2185567.8209253103,4565930.8174046045,3606106.3392236596,4606745.324350297,4795322.923842098,8711222.872289035,3768323.068133806,3507859.283252742,5100559.031856174,4042626.471014075,3318518.379193736,3293564.194910787,4989497.721420519,4574027.852009683,3704598.415706483,3155381.5847986424,7309484.071690358,3616827.538183731,5173655.647561795,3768566.8549532983,6284786.994718123,6545528.284993235,1793687.8461864763,5944079.037714129,4442879.56246423,2673710.0375917517,5233112.466861853,4512012.160288645,6268301.381012577,4062843.283711301,3653473.434818813,6366449.940037236,3761410.518474431,4687958.024628685,7483660.413278148,5442789.666371042,3023211.9275458087,4086906.815303524,3029974.325536104,2870495.0296940757,2776679.461495714,8238420.986777779,5223175.151341611,4068341.307152947,3640871.886295826,4123119.7550546443,3235901.0831037173
Stearic acid,3091010.7386421626,3030880.8722310597,3284154.8602497387,3285536.0456856075,3019080.921588217,2539470.8525403617,3064101.719405132,3754465.975704076,3495541.5537047843,2879636.845106682,3239777.711684208,3637807.9205702143,3103858.336197864,3194315.6563094626,2793816.7110318844,2662841.063758568,2956517.34650034,4110093.485058391,3898049.413621961,3066640.688036194,3862368.157927689,3943595.2962332712,3114325.982401357,3128796.736746552,4105941.700241684,3459447.9508915534,3452378.362443442,3192758.413416737,3370247.6304644104,3076632.0805704813,2469977.315919608,2770121.344530514,3140799.7241213005,2691154.746709309,4298271.847688442,2767009.089748699,3026857.40167113,2668288.341911633,3605604.547897963,2950632.677675904,2619061.2347125597,2945025.2235623645,2775541.0759561714,3110817.3038978707,2665641.733788154,3519118.1148038004,3956697.8365196073,2772143.3651788444,2877055.724260839,2728301.827238055,3761042.0444662063,2754902.276643142,2679961.316952401,2964320.6620876607,3842890.6544410866,3276036.8591009695,2961715.954661838,2782456.7210439565,2579479.5204179888,2633417.7281511035,4323471.525680723,2616937.37660845,3116559.1259499188,3485261.9619624014,2795454.622368631,2616592.1875803596,3077439.520954992,2539780.7955267592,2899989.104773494,2806494.3031077906,2999062.775342685,2694607.821443834,2430843.9191575926,3047570.006660709,3327858.399042777,3178598.5420724945,3101797.9219681835,2443867.2856425224,1285525.522489301,2882405.983342671,3179735.77015467,3735707.3896592404,3135944.096177332,2355982.5482351296,3469884.8273401037,3252921.5081022223,2940710.3194512436,3067777.9666507225,3778858.0299286433,2742788.53219242,3268306.5664451863,2646138.0457445034,3815947.431507408,2957772.1486760797,3620223.1268223193,3117124.803258162,3098479.184061765,3156911.6305598756,2661725.6055994118,2730350.6460377886,2237155.931975589,3026677.1420764653,3425097.4979807795,3040038.7427551257,2813975.1636191723,3653226.91579183,3349278.8711611624,1856988.9550223255,2582809.9410842056,2971446.915567472,3811188.714668152,2005192.49374704,3911737.6456140075,3025673.522142398,3304875.4200902986,3387032.9930521045,3022463.195292957,3801198.654849938,3371185.7728677834,2851760.774202264,4254861.708413054,1988446.8737010304,3031761.4696946098,3466270.0689422004,3653433.6660800288,2829800.102014469,3105768.251482976,3009108.9417330343,2441498.2451267364,2870197.326284525,3930521.01636658,3478077.3598162374,3333374.506692089,3257145.818532274,3226804.6610521,3235574.7995726266
Arachidonic acid,728652.2947610096,644745.3066441691,812411.8082172448,620905.3185937566,625453.8956234343,776277.832971695,598368.0465985397,736310.7843854221,659419.1566946069,618533.4885891322,639006.056246438,1073093.7042035991,687439.9222100498,1016427.7329611029,691626.4239235865,651519.9175570611,523724.0689758889,1055976.017883177,884289.3072511895,527174.376204295,680846.2330250804,977772.7078421481,417132.735884303,688064.6837675681,890011.384505139,550320.7694151106,949344.7161001284,550115.3271786745,799151.9653017514,683478.7085849958,481294.52525795205,484465.49491044687,531056.9746048967,405845.77430102485,1122841.827928235,469023.26337720617,683182.6093528253,467831.43907906645,952504.8629434083,517611.4493732234,325962.9217508262,591392.0644792024,468783.0288090899,410597.66605295404,512869.513231935,469551.56476981676,483700.8254622826,618123.3512334252,348913.47560881544,562335.9015047977,529393.9380231535,511265.49066957744,418176.69465904834,673855.8217596028,730544.3306053776,467501.3169449701,609510.0469462788,508753.4730533548,542068.3249428922,436406.179948096,694332.775567205,412139.9305032317,608700.7327193021,448247.3917823854,527799.2405412467,923820.512454528,694994.9982920322,661990.5502822412,874183.258067864,538243.5008730459,968567.3270874826,636031.1109294269,626903.7917546884,586116.3420639782,798743.0139977498,1055644.9451855621,750459.5800598159,462866.3788778308,393793.6650952229,462693.3338247817,652756.2468277749,851204.9486615751,835211.3849282119,468976.58547227393,1051593.3069909778,666147.7039922819,562879.808629653,399118.90828060254,934149.041477929,565968.5391901596,771883.9246909483,631976.2024055545,745229.9603467302,493812.99818637356,522976.86853694275,778475.2772173759,1019114.6010041005,639854.3510354472,580287.9595590149,604225.8411927071,329346.8625328987,738763.6366537953,848778.999463373,731752.1121930612,1138511.7737148374,1098334.2556822766,961261.7163934276,457134.74899952585,738647.4713099813,657313.7481082074,1050548.999872232,510456.3173499563,1187548.327540091,963493.346227285,682386.2998501625,712771.1113529803,804825.4711014213,577882.0163332114,725574.2264731203,497737.7989109991,575097.2767378563,604553.4553995165,496014.1182271065,790611.2473569004,1017743.674459196,621185.6693104971,821861.7560604403,387866.4216438221,748217.3627494868,1002005.6942302518,603516.9177707887,895164.1245019885,498940.8699465974,661003.2178824681,556622.509563,719143.4826275555
Palmitate glyceride,324484.5108856449,308918.5655749102,323522.7594568661,346371.3485358597,308920.01147777005,339396.1695233276,351937.85503979365,369582.5032165911,348983.3920043479,297815.5799597993,321534.9193574181,410502.7571484243,377703.83027191006,344600.4406096486,310374.3455971996,332718.8819666817,322503.6568143924,452924.7198468224,473357.6315220802,358124.3859151843,396415.2922739268,388074.8899836836,332068.6235963419,291648.28144582786,413603.37632425706,320915.41799483745,325100.0072294974,390936.4150845739,380015.81092267274,381612.18309093855,280240.1823198179,282232.8720072951,264561.8252846411,270805.3554559442,358243.35890035226,328978.3571304997,355314.71668013063,245334.80965515596,332251.5482086793,312867.9135426357,267789.05604450894,318560.1816032251,301703.4241476319,310053.43978887686,323832.3319298993,359477.6834914093,296795.72401910176,310022.54734801524,317335.07386937074,298132.83941430884,372854.3289586847,270490.7696092854,359039.56248282036,289156.1850898282,306062.08850668545,353983.588815185,336778.53318320436,303617.72142410954,323760.0070135206,282485.4102412928,364778.88311065384,6958821.740569763,6244951.463555792,6482774.030572373,6170889.265722504,4972232.831216759,5399186.4043677915,714340.790603088,6596946.831451036,5508338.671963781,6634638.246544246,6024898.670562819,6072594.827775203,6514477.846320549,5138499.617309076,4873179.508372637,4542888.016424258,3609799.516940738,5117228.356987421,5061532.951668698,6110939.984759739,6659855.388894809,4461675.311944082,4444394.131026938,6254073.105456168,6372279.022071082,7131233.136473728,4317152.050041018,7072062.862978421,6696379.897838792,356483.0931706503,5671297.176722355,7066807.05915994,4015881.8861380364,7490289.752851459,6240634.750679553,5996365.00319914,5598036.125604495,5875958.667220205,6449628.853169981,5455322.33389901,4015190.513899576,5931400.842019613,5997186.472948966,5530760.299279064,5509659.428595335,5885528.699265052,4646625.899755831,5433331.627506131,5876974.401766716,5078041.61682147,2210614.720248664,6281693.386756184,4918585.3800048875,5545551.8293573875,5470324.491768302,5257757.40783586,6199033.168339694,4745819.921326816,6709112.125980197,5578836.942194457,3394094.5493973983,4230899.336109948,7781530.183268245,7817618.06143938,7229600.472452009,6583205.187974855,4895482.3811934395,5196787.88244113,5531608.88272745,2579289.376790614,7259308.382734563,6448227.776131602,5270478.650757746,5194054.077972161,5501239.657919521
Glyceryl Monostearate,424751.8194908587,239645.35188557618,302658.7246085484,328737.09722508653,254551.89044587247,237770.35087565845,368285.7130034185,356943.06019241514,336964.00849569356,413426.63342879387,336264.9014031733,325092.4649852281,365697.5464697693,237830.5671794084,565725.4343225729,336400.06389473943,405039.43606397486,437794.6062703958,367903.91701300256,434305.8027056339,357266.87729725987,379871.8819047971,279942.2173137558,273059.20917114936,512733.60196004686,374450.59094933135,247338.98522832931,494334.6116306538,351702.89957042516,355103.8604013569,273927.4916655437,249079.33151569657,352483.95033616835,249596.66841439417,311053.2972692977,416359.61963037873,375148.6752872592,473077.891737417,171713.80957293836,248696.56482366522,193166.12408080706,230505.88953591406,384415.4557707731,189206.24331117945,308032.6903962847,376629.5014177422,414475.3552681087,239017.82163953295,388129.30265058775,267066.75934069284,405892.37588516716,415812.5197812636,386081.59790490434,262115.18225828127,337014.4004790374,279188.7827529436,270790.8438420463,359260.6342559139,316947.77308083914,224950.2824822064,323507.515975554,4746772.895406112,4058542.5230242657,4182455.5751220686,4184483.699973814,3287296.4934094427,3578134.268503718,5020002.547117377,4307506.648306924,3735789.0964683006,4457287.595602294,3799008.242539578,4092527.544208965,4428722.81336556,3312835.780109164,3341471.563403673,3077440.5745552224,2484958.0963737406,3326433.4554535276,3351029.2196480045,4120167.9897449743,4431683.159954445,3069844.063041811,2886004.2575785327,4194802.483215979,4304529.917007965,4918593.391380229,2920611.7187853,4746961.388920034,4529810.344047308,285726.27000889805,3773502.1981393015,4820666.184104631,2824578.7637701645,5059559.465791542,4078244.0173166376,3928696.670106237,3693093.373189543,3846486.2460046485,4309368.598285799,3471802.1699010143,2770560.876729166,4079642.659473398,4234076.346928635,3651318.0433035293,3875591.211609465,4080915.522942009,2918761.786418298,3625482.5397584797,3777509.032008186,3240232.655700831,1452520.5836707898,4156288.454855663,3271371.545687741,3766158.9168846067,3855665.6971463193,3555276.0444125826,4275734.11398865,3055875.4569225954,4591004.30384574,3771145.4078879133,2347256.7336650603,2914498.557495474,5048230.339089838,5181714.8700287985,4555220.546089191,4279569.714867317,3353590.8332909676,3527760.043472534,3729333.6588915326,5392701.660287977,4817298.312270409,4389938.747150587,3603662.5676821982,3441596.6770870937,3700849.8509826562
